"","AN","BG","IT","VA","DI","SA","AM","AA","MA","IH","VF","BE","BO","MK","SO","AL","AJ","AT","AY","AS","AD","ME"
"VF",0.007014154469424833,0.00048129789553186107,0.0012421119683231506,0.008025561838154067,0.00011495700469506053,0.00020015151653982158,0.003479907588779651,0.002251866228916455,0.010987597125486326,0.0006123330270197769,0.,0.0001250151961071416,0.000283702004923474,0.00007117363575872677,0.0004522082055166652,0.0010522461816015322,0.0004140027938760167,0.0028490837802285338,0.0004475238348057237,0.0007063995297228316,0.0016368103134225991,0.0005778542589419842
"BE",0.005547965398681969,0.0002831581251329204,0.0003259794878318195,0.0006546093569971241,0.00005808122007812841,0.00009568870990455285,0.00009086329038710824,0.00003620535397980519,0.00012475711308368318,0.000012128414243034397,0.0001250151961071416,0.,0.0007822235388533015,0.00004763654977137192,0.00046190967481555563,0.0008609714469342648,0.00027002321494975346,0.0003794518561834603,0.0000184241682486625,0.000020237125320300564,0.00007774418184309196,0.0000577750213982301
"BO",0.00537893257286035,0.0004805969867496023,0.00048538245980037147,0.001212959995116431,0.00025226068123501114,0.0003446147298615267,0.00019664841417009677,0.0000962997255840032,0.00030163867860996316,0.00003228642379769958,0.000283702004923474,0.0007822235388533015,0.,0.00020481848841932864,0.001747709737441623,0.0009605292073551627,0.0006247126166944004,0.0006190930235140067,0.000054267802853818496,0.000056933457229138765,0.00022977104922435046,0.00015809278450456198
"MK",0.0009116821219027625,0.00020610594402520563,0.00013218950174529576,0.0003677412751109006,0.00002142914542186399,0.000030314872440818165,0.00006231183869612864,0.000025509120266788718,0.00009270405726346683,9.800037313366072e-6,0.00007117363575872677,0.00004763654977137192,0.00020481848841932864,0.,0.0000970962588031655,0.00011065436691379531,0.00005282190160169296,0.00010342619719979955,0.000015077749884245973,0.000015787665469788852,0.00007521890138407462,0.00008266584371703009
"SO",0.006441785863011524,0.00035694806530922146,0.0005200495582915371,0.001440948587739528,0.001827635615770142,0.003455980806014723,0.0002511000138658699,0.00015424540720646647,0.00041645294981088006,0.00004631741191549512,0.0004522082055166652,0.00046190967481555563,0.001747709737441623,0.0000970962588031655,0.,0.002012453994565196,0.005460057225186564,0.0012081205704946485,0.00008419270146805581,0.00008839366560162456,0.00031508592396451606,0.0001620080354356643
"AL",0.05086717804977165,0.0008502612160059092,0.001977420891516531,0.004442727024149735,0.0002872088736256112,0.0005729421912065636,0.0006162293533598744,0.00025379387074581696,0.0008437286551040776,0.00007790050085547807,0.0010522461816015322,0.0008609714469342648,0.0009605292073551627,0.00011065436691379531,0.002012453994565196,0.,0.0026859508625584165,0.00875248415964042,0.00011405214135674232,0.00013095697162384266,0.0004422686719708133,0.00026839383543395267
"AJ",0.0058061962091507414,0.0002476768425486695,0.0004293236718202036,0.0012092043611516598,0.0005701386451136459,0.0016935156086833633,0.0002090032582717301,0.00012895690332534365,0.00034390350399253104,0.00003701557827722123,0.0004140027938760167,0.00027002321494975346,0.0006247126166944004,0.00005282190160169296,0.005460057225186564,0.0026859508625584165,0.,0.001491270982176805,0.00006493648433945167,0.00007036050062005959,0.00023353664814357782,0.00011409663588400025
"AT",0.03369891693134678,0.0008501708322467272,0.0027364407121827387,0.008631597944517472,0.00023711302780275294,0.00046255751230473216,0.0012933490495870494,0.0005019582377482667,0.0017417393545440662,0.00014582431902696058,0.0028490837802285338,0.0003794518561834603,0.0006190930235140067,0.00010342619719979955,0.0012081205704946485,0.00875248415964042,0.001491270982176805,0.,0.00019193542419761593,0.00023484806290827945,0.0007155008695543236,0.0003876033317149353
"AY",0.0006893400649766308,0.00006266539764257818,0.00010781342396985973,0.0005162113436536446,0.00002617260978855894,0.000041476610616811916,0.00016865824530275003,0.0009079780332972546,0.000615901810830758,0.00021023565862814705,0.0004475238348057237,0.0000184241682486625,0.000054267802853818496,0.000015077749884245973,0.00008419270146805581,0.00011405214135674232,0.00006493648433945167,0.00019193542419761593,0.,0.002572105204136658,0.002697083626674166,0.00012221882723292891
"AS",0.0008068571442726234,0.00007162169388535462,0.00013001641821042636,0.000656526019602562,0.000026452250203085596,0.00004274291112966654,0.00023226891393876903,0.002984697753562624,0.0009987584152935003,0.00047169295783176015,0.0007063995297228316,0.000020237125320300564,0.000056933457229138765,0.000015787665469788852,0.00008839366560162456,0.00013095697162384266,0.00007036050062005959,0.00023484806290827945,0.002572105204136658,0.,0.0024568934649238966,0.00014067972010773174
"AD",0.002927020790613295,0.0003067038338932094,0.0004982447175075597,0.0024835448884184207,0.00009312337051627858,0.00014477454099478886,0.0008641987699695904,0.0018979590677321028,0.003258430860036381,0.0012006907905401723,0.0016368103134225991,0.00007774418184309196,0.00022977104922435046,0.00007521890138407462,0.00031508592396451606,0.0004422686719708133,0.00023353664814357782,0.0007155008695543236,0.002697083626674166,0.0024568934649238966,0.,0.0008969295406252909
"ME",0.002317106166006976,0.0004091189328931974,0.000521065383864763,0.0026941071635026657,0.00004084033772234662,0.00006299665348928512,0.0007894824003388208,0.00022209653686252917,0.0013107327695565123,0.00012441801550614365,0.0005778542589419842,0.0000577750213982301,0.00015809278450456198,0.00008266584371703009,0.0001620080354356643,0.00026839383543395267,0.00011409663588400025,0.0003876033317149353,0.00012221882723292891,0.00014067972010773174,0.0008969295406252909,0.
