ALAOTRA-MANGORO,1255514
AMORON-I-MANIA,833919
ANALAMANGA,3618128
ANALANJIROFO,1152345
ANDROY,903376
ANOSY,809313
ATSIMO-ANDREFANA,1799088
ATSIMO-ATSINANANA,1026674
ATSINANANA,1484403
BETSIBOKA,394561
BOENY,931171
BONGOLAVA,674474
DIANA,889736
HAUTE MATSIATRA,1447296
IHOROMBE,418520
ITASY,897962
MELAKY,309805
MENABE,700577
SAVA,1123013
SOFIA,1500227
VAKINANKARATRA,2174358
VATOVAVY FITOVINANY,1435882
