"","AN","BG","IT","VA","DI","SA","AM","AA","MA","IH","VF","BE","BO","MK","SO","AL","AJ","AT","AY","AS","AD","ME"
"BO",0.0034258561429264113,0.00015178307134410384,0.0003073677612923476,0.0009381082837489033,0.00011415246545930652,0.00003868931682947596,0.00017347099683164946,0.0000828537292138008,0.00024230168441643235,0.00002969484547333332,0.00016129662933535708,0.0005393674902143422,0.,0.000019708295423312683,0.0014934454366783156,0.00027060000257227775,0.00016085985005021719,0.0003131103513109335,0.000019748502606491553,0.000013538787018446707,0.0001260552148618915,0.00006431178408545412
"MK",0.00006899165581301367,3.0373352375026793e-6,7.644547550587831e-6,0.000026631445880076624,5.010758422632467e-6,3.157958206188458e-6,5.723286334741104e-6,4.7231452521070395e-6,0.000010509480045762566,1.4541802163875424e-6,8.52359399146129e-6,3.59794553879734e-6,0.000019708295423312683,0.,0.000021317436119183816,9.839700141618808e-6,7.227619166200784e-6,0.000012074707112846477,1.8060376579999307e-6,1.3192563940393432e-6,8.611366290506741e-6,3.2153534662095574e-6
"SO",0.006434186045607146,0.0002912983801678413,0.0005844684639791914,0.0016861135799399627,0.0006685520972640478,0.00012362388569060067,0.0003164251605915004,0.00016369194950449853,0.00047348500361971444,0.000058320941098285486,0.0003177465286624211,0.0009268275797792399,0.0014934454366783156,0.000021317436119183816,0.,0.0005246326964927585,0.0002891222501778941,0.0006744515372034914,0.00003964108374199827,0.000027227169188513594,0.00025067084481681046,0.0001263089169782568
"AL",0.01447627748778978,0.0004718343333609716,0.0010827520352264602,0.0027311043628305155,0.00007482745942952647,0.0000405488821580803,0.00046443633364272416,0.00018232761430855122,0.0006030938970344889,0.00006976561448183862,0.0003664037035079523,0.0001511512064853838,0.00027060000257227775,9.839700141618808e-6,0.0005246326964927585,0.,0.0006504962564265449,0.0018640382686786442,0.00003685850807671527,0.000024807127880841006,0.0002588107504751272,0.00015109528484242307
"AJ",0.00433143629268435,0.0001960994548363405,0.0003934589237650896,0.001135076527469409,0.00005000703016801684,0.000029960096471855184,0.00021301457787970565,0.0001269651017454005,0.00031874585443801643,0.000039261134058920854,0.000213904111004457,0.00006932577861201678,0.00016085985005021719,7.227619166200784e-6,0.0002891222501778941,0.0006504962564265449,0.,0.010244158359583491,0.00002668602175696468,0.00001832908590678721,0.00016874936271055928,0.00008503002916162185
"AT",0.014248475584537188,0.0005096919945364158,0.0011274814940215715,0.0029502347149316954,0.00009619586307650692,0.000052128386366742534,0.0005148162154376629,0.00021619645391784606,0.0006926802258928754,0.0000813501242606117,0.0004309679166280794,0.00016754738259023173,0.0003131103513109335,0.000012074707112846477,0.0006744515372034914,0.0018640382686786442,0.010244158359583491,0.,0.00004550774326519908,0.000030762470202745854,0.0003122490594874632,0.00017618450419186647
"AY",0.00024542843749678035,0.00001646757797796132,0.00002764898276536017,0.00013967766157310196,0.000013624187311893739,9.242505749605641e-6,0.000036963950040749356,0.00020197676333039721,0.00010865410930626888,0.000020252372287888883,0.00026395241786757254,6.76684660033572e-6,0.000019748502606491553,1.8060376579999307e-6,0.00003964108374199827,0.00003685850807671527,0.00002668602175696468,0.00004550774326519908,0.,0.001272242346030786,0.0003795038551500296,0.000030112394899448878
"AS",0.00015933564421281518,0.000010927244403275345,0.000018155844486653144,0.00008834068204383327,7.958637844626953e-6,6.888175984608985e-6,0.000023028027923855428,0.00038535045716828393,0.00006517359169098922,0.00001178983592763993,0.00045197865254746427,4.533704798252467e-6,0.000013538787018446707,1.3192563940393432e-6,0.000027227169188513594,0.000024807127880841006,0.00001832908590678721,0.000030762470202745854,0.001272242346030786,0.,0.00019041512377127474,0.00003719266875520944
"AD",0.002112402959907935,0.00012491227458136136,0.00022254282790317023,0.0014171308263884479,0.00005704594156479977,0.0000405868683617623,0.0005259194080041401,0.0009057169124143247,0.005856435854219498,0.002991766540899599,0.0021124624363529068,0.00004868577461633478,0.0001260552148618915,8.611366290506741e-6,0.00025067084481681046,0.0002588107504751272,0.00016874936271055928,0.0003122490594874632,0.0003795038551500296,0.00019041512377127474,0.,0.0003484006642755625
"ME",0.0017495153140974229,0.00008234335160147849,0.0001624736670747765,0.0017005527971535922,0.000022534624453825293,0.000013740295360366479,0.0006676798738885042,0.00015464275083423046,0.0007480224030073451,0.00006625537737267997,0.0003397603143299285,0.00002949460566574846,0.00006431178408545412,3.2153534662095574e-6,0.0001263089169782568,0.00015109528484242307,0.00008503002916162185,0.00017618450419186647,0.000030112394899448878,0.00003719266875520944,0.0003484006642755625,0.
